planet name,is_berger,rocky planet name,rocky period,rocky per err,rocky rad,rocky rad err,rocky planet mass,rocky planet mass err,env planet name,env period,env per err,env rad,env rad err,env planet mass,env planet mass err,env mass flag,planet reference,star mass,star mass err,star age,star age err,star rad,star rad err,star temp,star temp err,star met,star met err,PEprob,CPMLprob,PRVprob,PE min mass,CPML min mass,PRV min mass
Kepler-343,1,Kepler-343 c,23.22182,0.000234,1.661230512,0.441901012,,,Kepler-343 b,8.96855,5.80E-05,1.981963113,0.561123099,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1.08626494,0.072142836,4.388,3.3075,1.175752779,0.056556639,5932.426242,159.5739075,0.092612855,0.144241758,0,0,0,20,20,20
Kepler-353,1,Kepler-353 b,5.795278,5.50E-05,1.139743513,0.093852799,,,Kepler-353 c,8.410894,3.90E-05,1.76724275,0.1225516,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.618253457,0.015282021,12.831,10.223,0.640160079,0.016143055,4020.311113,22.82447433,0.029023514,0.137845587,0,0,0,1.432744573,2.404542581,1.580992486
Kepler-36,1,Kepler-36 b,13.86825,0.0005,1.432183426,0.089321872,3.83,0.105,Kepler-36 c,16.21865,0.0001,3.504239236,0.155081022,7.13,0.18,0,<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>,1.169050155,0.078454098,4.494,1.6665,1.558030244,0.068614873,6126.079905,168.7378577,-0.058955481,0.13782329,0.754269,0.116566,0.99692,6.172313505,9.200302405,3.814568674
Kepler-361,1,Kepler-361 b,8.486616,8.40E-05,1.531403765,0.42659916,,,Kepler-361 c,55.188023,0.000655,2.661474239,0.736570014,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1.243530743,0.068257299,2.549,1.575,1.414907264,0.073018814,6334.68206,198.7911062,0.005520732,0.147908657,0,0,0,2.034160467,4.823883125,2.185344672
Kepler-363,1,Kepler-363 b,3.614568,5.30E-05,1.154187416,0.267288036,,,Kepler-363 d,11.932125,9.30E-05,2.039727883,0.519527285,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1.128361486,0.088898694,5.868,2.5325,1.482197579,0.080829402,5840.053687,179.4232045,0.195476461,0.136748954,0,0,0,1.152702749,2.272307607,1.409294409
Kepler-363,1,Kepler-363 c,7.542427,5.80E-05,1.681531683,0.384648262,,,Kepler-363 d,11.932125,9.30E-05,2.039727883,0.519527285,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1.128361486,0.088898694,5.868,2.5325,1.482197579,0.080829402,5840.053687,179.4232045,0.195476461,0.136748954,0,0,0,16.1996975,12.43969874,7.992152737
Kepler-364,1,Kepler-364 b,25.745718,0.000548,1.503806169,0.467314547,,,Kepler-364 c,59.980627,0.000879,2.085924612,0.581622329,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1.190314479,0.064005924,1.915,1.5865,1.241571085,0.047099513,6345.110916,159.0191594,-0.060032453,0.130801735,0,0,0,4.711616734,7.06875069,3.407178734
Kepler-37,1,Kepler-37 b,13.36702,6.00E-05,0.311525145,0.013493751,0.79,,Kepler-37 d,39.7922622,6.50E-06,2.039987508,0.08301156,2,,1,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,0.834102886,0.047195758,5.121,5.707,0.793706647,0.027572496,5307.515863,100.9877184,-0.13164075,0.131637439,0,0,0,20,0.226937135,20
Kepler-37,1,Kepler-37 c,21.301848,1.80E-05,0.758714542,0.052364308,1.3,,Kepler-37 d,39.7922622,6.50E-06,2.039987508,0.08301156,2,,1,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,0.834102886,0.047195758,5.121,5.707,0.793706647,0.027572496,5307.515863,100.9877184,-0.13164075,0.131637439,0,0,0,0.505141875,0.857943311,0.434937614
Kepler-376,1,Kepler-376 b,4.920199,7.30E-05,1.174619335,0.338090565,,,Kepler-376 c,14.172327,0.000108,1.965017547,0.559321927,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1.109772594,0.075736182,3.817,2.3065,1.295080791,0.065777141,6241.356609,199.0138747,-0.183931896,0.146008141,0,0,0,1.557835807,2.88627614,1.60838144
Kepler-377,1,Kepler-377 b,12.509529,0.000257,1.326576703,0.361261537,,,Kepler-377 c,27.014976,0.000347,1.966005678,0.528533133,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1.173989855,0.038701318,1.025,1.097,1.164069346,0.034709072,6438.691882,130.3661263,-0.156165682,0.125205827,0,0,0,3.821238697,5.042444037,2.621890112
Kepler-379,1,Kepler-379 b,20.09838,0.00018,1.51008033,0.397656265,,,Kepler-379 c,62.784697,0.000661,2.083183106,0.550091666,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1.190653688,0.053347775,1.494,1.45,1.191419542,0.035864241,6244.917961,126.064833,0.034899465,0.144828114,0,0,0,3.469094584,6.410416222,3.180346687
Kepler-403,1,Kepler-403 b,7.031462,5.10E-05,1.676763048,0.432350358,,,Kepler-403 c,54.280749,0.000562,2.347468189,0.616390035,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1.393217542,0.051266932,2.338,0.6865,1.783671143,0.096830227,6392.055634,213.6909088,0.080086065,0.155134084,0,0,0,1.907130735,5.142321975,3.828606104
Kepler-403,1,Kepler-403 d,13.61159129,8.29E-05,1.743219194,0.107767274,,,Kepler-403 c,54.280749,0.000562,2.347468189,0.616390035,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1.393217542,0.051266932,2.338,0.6865,1.783671143,0.096830227,6392.055634,213.6909088,0.080086065,0.155134084,0,0,0,3.464938937,7.540916743,5.677872042
Kepler-411,1,Kepler-411 b,3.005156,2.00E-06,2.144213369,0.066719393,25.6,2.6,Kepler-411 d,58.02035,0.00056,2.998674336,0.093715699,15.2,5.1,0,<a refstr=SUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A..15S/abstract target=ref>Sun et al. 2019</a>,0.757504756,0.041088937,9.263,8.743,0.739021647,0.022313983,4746.423364,69.04224685,0.126286079,0.139495048,0.857921,0.58068,0.995515,3.190392549,13.36950052,1
Kepler-411,1,Kepler-411 b,3.005156,2.00E-06,2.144213369,0.066719393,25.6,2.6,Kepler-411 c,7.834435,2.00E-06,3.61936768,0.109579899,26.4,5.9,0,<a refstr=SUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A..15S/abstract target=ref>Sun et al. 2019</a>,0.757504756,0.041088937,9.263,8.743,0.739021647,0.022313983,4746.423364,69.04224685,0.126286079,0.139495048,0.961969,0.369574,0.961585,14.01144478,29.84300834,15.06720499
Kepler-416,1,Kepler-416 d,3.07644709,1.04E-05,1.539272667,0.183079224,,,Kepler-416 b,6.319,1.20E-05,2.38538,0.08259,58.2,46.45,1,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,1.019129219,0.040499555,2.161,2.516,0.978635789,0.029266055,5813.802603,105.7431342,0.03063091,0.137654426,0.863832,0.854684,0.875557,3.474990691,6.392335014,4.132439195
Kepler-445,1,Kepler-445 d,8.15275,0.0004,1.593841886,0.123029169,,,Kepler-445 b,2.984151,1.10E-05,2.021458002,0.123076993,,,,<a refstr=MUIRHEAD_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...801...18M/abstract target=ref>Muirhead et al. 2015</a>,0.248905804,0.010294394,13.625,9.915,0.274150362,0.015010843,3206.293956,19.32307734,0.147070777,0.155441224,0,0,0,20,13.27153369,9.306860768
Kepler-445,1,Kepler-445 d,8.15275,0.0004,1.593841886,0.123029169,,,Kepler-445 c,4.871229,1.10E-05,3.214596675,0.180922434,,,,<a refstr=MUIRHEAD_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...801...18M/abstract target=ref>Muirhead et al. 2015</a>,0.248905804,0.010294394,13.625,9.915,0.274150362,0.015010843,3206.293956,19.32307734,0.147070777,0.155441224,0,0,0,11.34985088,17.81439631,7.248243557
Kepler-450,1,Kepler-450 d,7.51464,0.00023,0.826914293,0.089927923,,,Kepler-450 c,15.413135,8.50E-05,2.588429353,0.232696308,,,,<a refstr=VAN_EYLEN___ALBRECHT_2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...808..126V/abstract target=ref>Van Eylen & Albrecht 2015</a>,1.192612505,0.086424035,4.004,1.397,1.619870656,0.070066501,6235.861309,167.3670467,-0.139768709,0.14269012,0,0,0,0.444725761,1.060261124,0.615893383
Kepler-466,1,Kepler-466 c,3.70921385,6.32E-06,1.353367854,0.100901427,,,Kepler-466 b,51.07926307,6.35E-05,3.165982808,0.227843691,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.114164068,0.068639532,2.692,2.3055,1.176072767,0.083501657,6141.692189,163.6778435,-0.037114349,0.137754957,0,0,0,0.968002551,2.838134771,1
Kepler-50,1,Kepler-50 b,7.81254,0.0001,1.635516516,0.112791978,,,Kepler-50 c,9.37647,4.00E-05,2.075480036,0.13170595,,,,<a refstr=CHAPLIN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...766..101C/abstract target=ref> Chaplin et al. 2013 </a>,1.242397756,0.082642189,2.571,1.303,1.510836114,0.078099398,6424.267593,208.827103,-0.06942039,0.140082347,0,0,0,20,7.595887447,6.302225822
Kepler-501,1,Kepler-501 c,3.62276006,1.50E-05,1.59474,0.06972,,,Kepler-501 b,5.64067757,3.78E-06,4.98096299,0.186576307,,,,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,1.246758248,0.025831407,0.398,0.4665,1.199187718,0.028786205,6636.479492,117.5162166,-0.15859338,0.132729934,0,0,0,7.0115726,11.98511212,5.211315637
Kepler-520,1,Kepler-520 c,5.21104261,1.23E-05,1.689898268,0.178936173,,,Kepler-520 b,19.67416124,5.25E-05,2.523074262,0.364545315,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.188324236,0.095263143,4.242,1.5855,1.660541423,0.17120678,6135.196999,177.2525492,-0.071341647,0.132956385,0,0,0,3.142979282,6.815743055,4.879659811
Kepler-524,1,Kepler-524 c,1.88897906,1.07E-05,1.190002476,0.084066693,,,Kepler-524 b,7.97419807,2.04E-05,2.490336307,0.151389769,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.287117478,0.075283416,2.491,1.539,1.445012853,0.083744044,6209.651075,210.1824337,0.176728452,0.138011261,0,0,0,0.810353883,2.097244758,1.501987893
Kepler-534,1,Kepler-534 c,7.37868977,3.70E-05,1.298001,0.07683,,,Kepler-534 b,15.95994513,2.22E-05,2.62647188,0.127703084,,,,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,1.05577193,0.071980943,3.511,2.9365,1.13260974,0.052779065,6162.685673,166.9703525,-0.208585401,0.139198612,0,0,0,2.229331071,4.176259118,2.246345206
Kepler-54,1,Kepler-54 c,12.0717249,0.00029,1.295223118,0.07200223,,,Kepler-54 b,8.0109434,6.90E-05,2.207740559,0.105115405,,,,<a refstr=STEFFEN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.428.1077S/abstract target=ref> Steffen et al. 2013 </a>,0.508400939,0.015162091,12.536,10.0255,0.526819052,0.017646557,3692.426174,19.63454648,-0.037604628,0.154032644,0,0,0,4.483516238,5.887623318,3.188429151
Kepler-54,1,Kepler-54 d,20.995694,0.000143,1.465847388,0.105483116,,,Kepler-54 b,8.0109434,6.90E-05,2.207740559,0.105115405,,,,<a refstr=STEFFEN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.428.1077S/abstract target=ref> Steffen et al. 2013 </a>,0.508400939,0.015162091,12.536,10.0255,0.526819052,0.017646557,3692.426174,19.63454648,-0.037604628,0.154032644,0,0,0,20,9.364072181,6.158739784
Kepler-57,1,Kepler-57 c,11.6092567,8.60E-05,1.742738402,0.413811536,9.1,,Kepler-57 b,5.7293196,1.80E-05,2.458347021,0.593520638,115,,1,<a refstr=STEFFEN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.428.1077S/abstract target=ref> Steffen et al. 2013 </a>,0.853715876,0.048683305,5.655,6.212,0.816000285,0.028128241,5166.702165,90.66283945,0.083418429,0.140686485,0,0,0,20,20,13.08446432
Kepler-58,1,Kepler-58 e,4.45814897,2.90E-05,1.46191378,0.264748303,,,Kepler-58 b,10.2184954,0.00015,2.648378995,0.137502002,35.5,,1,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,1.018422448,0.040559626,2.112,2.4775,0.982603227,0.031958608,5906.204176,116.5164114,-0.06164587,0.131600219,0,0,0,3.227612534,6.186235497,3.342130839
Kepler-58,1,Kepler-58 e,4.45814897,2.90E-05,1.46191378,0.264748303,,,Kepler-58 c,15.5741568,0.00027,2.72447568,0.147484304,53,,1,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,1.018422448,0.040559626,2.112,2.4775,0.982603227,0.031958608,5906.204176,116.5164114,-0.06164587,0.131600219,0,0,0,2.617664691,5.630223209,2.727790482
Kepler-589,1,Kepler-589 c,3.52466011,3.04E-05,1.289166,0.21188,,,Kepler-589 b,16.54964934,4.57E-05,2.219396678,0.096955809,,,,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0.853058889,0.049159563,4.735,5.4265,0.808071896,0.02787347,5262.320488,96.437551,-0.026411231,0.138861673,0,0,0,1.399894222,3.214303897,1.709435509
Kepler-59,1,Kepler-59 b,11.8681707,0.00036,1.485374856,0.104514608,,,Kepler-59 c,17.9801235,0.0003,2.682043049,0.170394149,,,,<a refstr=STEFFEN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.428.1077S/abstract target=ref> Steffen et al. 2013 </a>,1.113197229,0.077555671,3.745,2.3515,1.278666411,0.063603763,6206.786048,187.7551908,-0.130139234,0.143173298,0,0,0,4.195978955,6.980023368,3.970764131
Kepler-595,1,Kepler-595 c,12.38602,5.00E-06,1.039813123,0.307178855,3.3,1.35,Kepler-595 b,25.3029092,6.00E-06,3.821236024,1.125241602,17.4,5.45,0,<a refstr=YOFFE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJ...908..114Y/abstract target=ref>Yoffe et al. 2021</a>,0.876736034,0.042014707,5.438,6.1155,0.844849688,0.027276461,5165.796034,82.64925872,0.233005869,0.122084123,0.839893,0.835045,0.976331,3.488787013,5.050315513,1.084533237
Kepler-598,1,Kepler-598 b,3.70175428,9.71E-06,1.42505987,0.067023295,,,Kepler-598 c,86.4945,0.000493,2.85091,0.25882,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.876503279,0.051116013,5.204,5.7725,0.835347464,0.029770406,5268.706979,97.0580576,0.057680128,0.139515703,0,0,0,0.961105657,3.081902668,1
Kepler-607,1,Kepler-607 b,0.6381632,1.68E-06,0.895682164,0.054355813,,,Kepler-607 c,39.67679977,0.0002446,2.08117,0.279154,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.853491208,0.041904474,5.2,5.869,0.806634782,0.027626719,5192.984821,93.00404334,0.02537435,0.142068249,0,0,0,20,0.320721488,0.594705608
Kepler-619,1,Kepler-619 c,1.20846503,1.67E-06,1.486113079,0.057169233,,,Kepler-619 b,5.4042722,5.55E-06,2.662488906,0.088934915,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.997019581,0.040567756,2.241,2.6385,0.956109842,0.029369436,5788.949937,106.9155788,-0.007478301,0.132239575,0,0,0,1.839204877,4.491276108,2.76232279
Kepler-619,1,Kepler-619 c,1.20846503,1.67E-06,1.486113079,0.057169233,,,Kepler-618 d,11.67894236,2.45E-05,4.128787144,0.449496749,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.997019581,0.040567756,2.241,2.6385,0.956109842,0.029369436,5788.949937,106.9155788,-0.007478301,0.132239575,0,0,0,2.151717705,5.547223041,2.18938134
Kepler-62,1,Kepler-62 b,5.714932,9.00E-06,1.44719428,0.056155215,9,,Kepler-62 d,18.16406,2.00E-05,2.140000053,0.088670223,14,,1,<a refstr=BORUCKI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Sci...340..587B/abstract target=ref> Borucki et al. 2013 </a>,0.735145934,0.041918645,7.229,8.256,0.705731959,0.024961556,4848.114013,113.936383,-0.16510538,0.170221825,0,0,0,1.951923552,4.433692039,2.823890327
Kepler-62,1,Kepler-62 c,12.4417,0.0001,0.592733828,0.037250945,4,,Kepler-62 d,18.16406,2.00E-05,2.140000053,0.088670223,14,,1,<a refstr=BORUCKI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Sci...340..587B/abstract target=ref> Borucki et al. 2013 </a>,0.735145934,0.041918645,7.229,8.256,0.705731959,0.024961556,4848.114013,113.936383,-0.16510538,0.170221825,0,0,0,0.175667656,0.501931673,0.224987413
Kepler-625,1,Kepler-625 c,4.1653651,1.30E-05,1.482210028,0.078747457,,,Kepler-625 b,7.75192492,1.06E-05,2.712502936,0.13036135,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.246266125,0.059062258,1.912,1.477,1.342765058,0.06049192,6400.165338,187.3988314,-0.006449202,0.146051169,0,0,0,3.257274443,6.061817471,3.765945901
Kepler-647,1,Kepler-647 b,16.2254649,0.0001556,1.513344726,0.096191668,,,Kepler-647 c,29.6663,5.99E-05,3.57288,0.18639,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.111461915,0.079673727,4.625,2.164,1.386036244,0.070661337,6186.657059,190.9545212,-0.17712172,0.145488548,0,0,0,5.822351451,9.791868628,4.0338599
Kepler-65,1,Kepler-65 b,2.15491,5.00E-06,1.402153091,0.077040824,,,Kepler-65 c,5.859944,3.00E-06,2.547574063,0.142149381,,,,<a refstr=CHAPLIN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...766..101C/abstract target=ref> Chaplin et al. 2013 </a>,1.241545009,0.075421117,2.852,1.7635,1.391962979,0.064089031,6207.994136,177.8651947,0.079559202,0.145725611,0,0,0,1.882100671,4.146912344,2.716133821
Kepler-65,1,Kepler-65 d,8.13123,2.00E-05,1.500896331,0.085762804,,,Kepler-65 c,5.859944,3.00E-06,2.547574063,0.142149381,,,,<a refstr=CHAPLIN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...766..101C/abstract target=ref> Chaplin et al. 2013 </a>,1.241545009,0.075421117,2.852,1.7635,1.391962979,0.064089031,6207.994136,177.8651947,0.079559202,0.145725611,0,0,0,6.55368535,8.168543057,5.422762611
Kepler-656,1,Kepler-656 c,5.25449393,5.61E-05,1.268656589,0.199064868,,,Kepler-656 b,1.26025909,6.60E-07,3.301124845,0.187572914,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.895832407,0.050370917,5.724,6.233,0.857106973,0.030169875,5191.432328,88.45026759,0.240699773,0.120163715,0,0,0,12.76605133,11.98039968,4.356120419
Kepler-68,1,Kepler-68 c,9.605027,1.30E-05,0.925973426,0.046781431,1.3,,Kepler-68 b,5.39875259,5.20E-07,2.229335519,0.106238458,8.03,0.67,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,1.095870406,0.07044366,4.353,3.189,1.19148304,0.054766331,5904.524789,161.5222427,0.143619889,0.137786295,0.930498,0.931707,1,1.478374897,2.100759759,0.879845922
Kepler-716,1,Kepler-716 c,3.96999,1.40E-05,1.47579,0.15673,,,Kepler-716 b,10.37168453,1.45E-05,2.741282164,0.212506309,,,,<a refstr=ARMSTRONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.5327A/abstract target=ref>Armstrong et al. 2021</a>,0.776164072,0.031146726,6.523,7.205,0.739172192,0.025514582,4985.036395,90.04374192,-0.093688848,0.135151254,0,0,0,3.236186077,7.207976492,3.287124015
Kepler-732,1,Kepler-732 c,0.89304124,4.60E-07,1.455564152,0.0579883,,,Kepler-732 b,9.46781405,6.18E-06,2.47565917,0.095258087,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.50839744,0.015213837,13.234,9.9345,0.523929923,0.019093094,3646.027601,13.61096161,0.082884088,0.144056721,0,0,0,1.188199847,3.904523398,1.868797263
Kepler-750,1,Kepler-750 c,4.08899022,1.93E-05,1.659380388,0.096891567,,,Kepler-750 b,9.42887179,2.44E-05,3.106639334,0.149014294,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.158444083,0.050796118,2.701,2.123,1.230830583,0.054539104,6133.272246,157.9730686,0.048663947,0.138143052,0,0,0,5.032479881,9.586312407,5.321338004
Kepler-755,1,Kepler-755 c,2.85313364,4.12E-06,1.318146137,0.056725072,,,Kepler-755 b,1.26909037,1.00E-06,1.820828986,0.179024445,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.836081822,0.041870008,5.615,6.269,0.787787342,0.026771799,5108.301155,89.51915114,0.025688088,0.141802895,0,0,0,20,20,4.063803385
Kepler-758,1,Kepler-758 c,4.75793986,3.85E-05,1.788141599,0.118052562,,,Kepler-758 d,20.4966197,0.0002282,2.172568115,0.147596075,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.197156122,0.078384209,2.923,1.4715,1.462403072,0.07949419,6412.22965,204.1125483,-0.156298656,0.142963862,0,0,0,2.944514939,6.555061325,5.691078676
Kepler-758,1,Kepler-758 c,4.75793986,3.85E-05,1.788141599,0.118052562,,,Kepler-758 b,12.1097104,7.14E-05,2.525092017,0.153089312,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.197156122,0.078384209,2.923,1.4715,1.462403072,0.07949419,6412.22965,204.1125483,-0.156298656,0.142963862,0,0,0,4.757737209,9.129726256,6.962069928
Kepler-758,1,Kepler-758 e,8.1934719,0.0001036,1.593535644,0.118289472,,,Kepler-758 d,20.4966197,0.0002282,2.172568115,0.147596075,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.197156122,0.078384209,2.923,1.4715,1.462403072,0.07949419,6412.22965,204.1125483,-0.156298656,0.142963862,0,0,0,2.898873015,5.46592035,4.305531926
Kepler-758,1,Kepler-758 e,8.1934719,0.0001036,1.593535644,0.118289472,,,Kepler-758 b,12.1097104,7.14E-05,2.525092017,0.153089312,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.197156122,0.078384209,2.923,1.4715,1.462403072,0.07949419,6412.22965,204.1125483,-0.156298656,0.142963862,0,0,0,4.677455955,7.63609698,5.240011003
Kepler-760,1,Kepler-760 c,2.46697439,6.58E-06,1.528872799,0.082211392,,,Kepler-760 b,8.70419416,1.28E-05,3.059607806,0.154638902,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.874124427,0.050788165,6.697,6.8105,0.85362868,0.034149349,5245.102869,104.9791595,0.111001273,0.137172985,0,0,0,3.783644316,7.557007535,3.355650767
Kepler-769,1,Kepler-769 c,15.9870174,0.0001999,1.58205106,0.108868263,,,Kepler-769 b,7.42608998,1.95E-05,2.507756773,0.232543383,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.05374462,0.059823271,3.135,2.992,1.078373007,0.04403361,5999.286622,142.8131266,-0.050184326,0.134121313,0,0,0,13.36207283,11.57085544,7.596857742
Kepler-770,1,Kepler-770 c,1.47532231,4.19E-06,1.331172313,0.072936248,,,Kepler-770 b,18.92540274,5.29E-05,2.70379982,0.133819006,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.030584206,0.070384901,4.465,4.0105,1.055716329,0.047273348,5775.406789,140.1558992,0.09758299,0.138591525,0,0,0,0.810239035,2.422824973,1.476127907
