planet name,is_berger,rocky planet name,rocky period,rocky per err,rocky rad,rocky rad err,rocky planet mass,rocky planet mass err,env planet name,env period,env per err,env rad,env rad err,env planet mass,env planet mass err,env mass flag,planet reference,star mass,star mass err,star age,star age err,star rad,star rad err,star temp,star temp err,star met,star met err,PEprob,CPMLprob,PRVprob,PE min mass,CPML min mass,PRV min mass
Kepler-106,1,Kepler-106 b,6.16486,4.20E-05,0.802891673,0.025053144,5.3,,Kepler-106 c,13.5708,1.30E-05,2.445170094,0.076298212,10.44,3.2,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,1.035677727,0.051282507,2.072,2.3255,1.013890677,0.031637082,6117.143925,126.1417872,-0.223606955,0.134723021,0.827252,0.826995,0.998998,0.346826092,0.891241616,0.58144107
Kepler-106,1,Kepler-106 b,6.16486,4.20E-05,0.802891673,0.025053144,5.3,,Kepler-106 e,43.8445,8.60E-05,2.508207044,0.078265194,11.17,5.8,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,1.035677727,0.051282507,2.072,2.3255,1.013890677,0.031637082,6117.143925,126.1417872,-0.223606955,0.134723021,0.782986,0.778505,0.96644,0.135265314,0.573120258,0.533713548
Kepler-106,1,Kepler-106 d,23.9802,7.20E-05,0.924541926,0.028849075,8.1,,Kepler-106 c,13.5708,1.30E-05,2.445170094,0.076298212,10.44,3.2,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,1.035677727,0.051282507,2.072,2.3255,1.013890677,0.031637082,6117.143925,126.1417872,-0.223606955,0.134723021,0.812921,0.81108,0.998533,1.769084572,2.294179896,0.961383343
Kepler-106,1,Kepler-106 d,23.9802,7.20E-05,0.924541926,0.028849075,8.1,,Kepler-106 e,43.8445,8.60E-05,2.508207044,0.078265194,11.17,5.8,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,1.035677727,0.051282507,2.072,2.3255,1.013890677,0.031637082,6117.143925,126.1417872,-0.223606955,0.134723021,0.78905,0.780438,0.963784,0.929573919,1.589262958,0.760800562
Kepler-1065,1,Kepler-1065 c,2.37030743,1.69E-05,1.609493466,0.118058673,,,Kepler-1065 b,3.60930891,5.10E-06,3.583935907,0.19615818,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.874792555,0.061177474,8.466,7.5315,0.897003448,0.045017353,5306.318697,125.2395552,0.116926825,0.134091465,0,0,0,9.279073287,14.54474638,5.412837352
Kepler-107,1,Kepler-107 b,3.1800218,2.90E-06,1.448440842,0.07655979,3.8,1.75,Kepler-107 e,14.749143,1.90E-05,2.737515371,0.141566316,14.1,3.3,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,1.174119245,0.074028699,4.164,2.338,1.367033016,0.068096329,5996.385043,182.0390449,0.147309432,0.132135579,0.964471,0.949687,0.999704,1.876176489,4.402725903,2.567639462
Kepler-107,1,Kepler-107 c,4.901452,0,1.505963495,0.07960233,10,2,Kepler-107 e,14.749143,1.90E-05,2.737515371,0.141566316,14.1,3.3,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,1.174119245,0.074028699,4.164,2.338,1.367033016,0.068096329,5996.385043,182.0390449,0.147309432,0.132135579,0.962929,0.940903,0.99918,2.795710148,5.774412915,3.410122319
Kepler-107,1,Kepler-107 d,7.95839,0.00012,0.810976037,0.069745941,7.7,,Kepler-107 e,14.749143,1.90E-05,2.737515371,0.141566316,14.1,3.3,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,1.174119245,0.074028699,4.164,2.338,1.367033016,0.068096329,5996.385043,182.0390449,0.147309432,0.132135579,0.954574,0.94602,0.999978,0.389197541,1.080314972,0.597039017
Kepler-1073,1,Kepler-1073 c,4.02582254,1.48E-05,1.640198184,0.070837593,,,Kepler-1073 b,8.67888593,2.41E-05,2.324698881,0.083262883,,,,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,1.057282365,0.030407,1.294,1.5945,0.994524147,0.026824832,5984.445904,103.6969055,-0.056030128,0.129011173,0,0,0,3.836204462,6.916161481,5.128957067
Kepler-1073,1,Kepler-1073 d,2.50476003,1.10E-05,1.31693,0.064926,,,Kepler-1073 b,8.67888593,2.41E-05,2.324698881,0.083262883,,,,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,1.057282365,0.030407,1.294,1.5945,0.994524147,0.026824832,5984.445904,103.6969055,-0.056030128,0.129011173,0,0,0,1.279498978,2.972269639,2.030421586
Kepler-113,1,Kepler-113 b,4.754,2.49E-06,1.947690772,0.060937857,11.7,4.2,Kepler-113 c,8.92507,6.00E-06,2.346246758,0.073407571,8.7,,1,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,0.755170003,0.040414531,10.985,9.673,0.738167525,0.02309522,4711.263494,72.4075544,0.126228469,0.138850546,0,0,0,8.288793509,13.55557177,10.99053285
Kepler-114,1,Kepler-114 b,5.188549,1.20E-05,1.338328177,0.164460192,,,Kepler-114 c,8.041,1.10E-05,2.108594585,0.339302596,2.8,0.6,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.71516077,0.03887533,11.979,10.333,0.711489231,0.021242589,4538.815666,70.91227362,0.160063477,0.13653746,0.470089,0.149054,0.528966,2.913196212,4.72656502,2.636561894
Kepler-114,1,Kepler-114 b,5.188549,1.20E-05,1.338328177,0.164460192,,,Kepler-114 d,11.776,4.00E-06,3.334215221,0.53227872,3.9,1.7,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.71516077,0.03887533,11.979,10.333,0.711489231,0.021242589,4538.815666,70.91227362,0.160063477,0.13653746,0.497421,0.130544,0.750549,3.599704278,7.784106771,2.355039646
Kepler-115,1,Kepler-115 b,2.403679,1.20E-05,1.023847662,0.278142429,,,Kepler-115 c,8.990889,2.10E-05,2.44220526,0.662848172,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1.175867988,0.02982034,0.575,0.6705,1.136306918,0.026692043,6514.966179,109.0308729,-0.210649367,0.117917085,0,0,0,0.844387167,1.902374688,1.089866626
Kepler-1162,1,Kepler-1162 c,59.284064,0.0006992,1.676827894,0.109471426,,,Kepler-1162 b,32.5637069,0.0002472,2.113845734,0.307165745,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.833575781,0.049899925,5.52,6.109,0.796529707,0.029951837,5257.803866,101.9596709,-0.088531694,0.133515911,0,0,0,20,15.49485297,9.706488321
Kepler-123,1,Kepler-123 c,26.695074,0.000468,1.458664424,0.408690208,,,Kepler-123 b,17.232366,5.60E-05,2.897617242,0.793553416,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1.246271539,0.038128222,1.033,1.084,1.241554208,0.041770247,6563.299634,147.2904834,-0.13001662,0.13523327,0,0,0,11.61937631,11.78443117,5.005111747
Kepler-124,1,Kepler-124 b,3.410493,2.10E-05,0.842807556,0.075887147,,,Kepler-124 c,13.821375,3.70E-05,2.020429142,0.157294737,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.774854206,0.040230018,6.931,7.5255,0.73873216,0.025790032,5014.009114,93.25490615,-0.129937748,0.134380767,0,0,0,0.254334126,0.808284212,0.637964753
Kepler-124,1,Kepler-124 d,30.950851,0.000361,1.281529349,0.110189249,,,Kepler-124 c,13.821375,3.70E-05,2.020429142,0.157294737,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.774854206,0.040230018,6.931,7.5255,0.73873216,0.025790032,5014.009114,93.25490615,-0.129937748,0.134380767,0,0,0,20,5.652698739,3.506644356
Kepler-125,1,Kepler-125 c,5.774464,4.70E-05,0.81031789,0.068767402,,,Kepler-125 b,4.164389,3.00E-06,2.595207308,0.172478637,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.538990379,0.014845752,11.694,9.882,0.55833564,0.018507628,3750.148088,18.25246999,-0.008087469,0.145981763,0,0,0,1.342227604,2.068452542,0.538385762
Kepler-1266,1,Kepler-1266 c,4.86631012,2.50E-05,1.691034,0.2052,,,Kepler-1266 b,28.474748,0.0002045,2.484476126,0.228347632,,,,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0.754858614,0.040321231,6.725,7.5935,0.725166425,0.025899903,4932.797582,95.1678896,-0.118167658,0.138345234,0,0,0,2.576617982,7.246111677,4.029560089
Kepler-127,1,Kepler-127 b,14.435889,6.30E-05,1.361404699,0.083616722,,,Kepler-127 d,48.630408,0.000128,2.567220223,0.187056071,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1.242576177,0.060871209,1.93,1.4735,1.32220737,0.053411127,6269.599328,158.3830638,0.142835038,0.136571982,0,0,0,1.739334221,3.721090687,2.314001962
Kepler-127,1,Kepler-127 b,14.435889,6.30E-05,1.361404699,0.083616722,,,Kepler-127 c,29.393195,7.30E-05,2.58666887,0.187723827,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1.242576177,0.060871209,1.93,1.4735,1.32220737,0.053411127,6269.599328,158.3830638,0.142835038,0.136571982,0,0,0,2.465388944,4.561585385,2.691808262
Kepler-130,1,Kepler-130 b,8.457458,3.90E-05,0.98260478,0.064286806,,,Kepler-130 c,27.50868,6.50E-05,2.73033321,0.17112175,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.997539837,0.077965513,5.289,3.9305,1.088325017,0.049128081,5956.192168,158.8831265,-0.14930299,0.137794256,0,0,0,0.905836688,1.734605249,0.84869403
Kepler-130,1,Kepler-130 d,87.517905,0.000744,1.579874429,0.174936299,,,Kepler-130 c,27.50868,6.50E-05,2.73033321,0.17112175,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.997539837,0.077965513,5.289,3.9305,1.088325017,0.049128081,5956.192168,158.8831265,-0.14930299,0.137794256,0,0,0,17.70070733,14.8983228,8.4346144
Kepler-1312,1,Kepler-1312 c,1.11611998,3.30E-06,1.0109,0.163014,,,Kepler-1312 b,5.44832529,7.35E-06,2.110076638,0.080536297,,,,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0.953167618,0.051722309,3.65,4.039,0.917259981,0.029998038,5542.068189,101.6378974,0.090036491,0.136824018,0,0,0,0.54007329,1.251347778,0.952849128
Kepler-1322,1,Kepler-1322 b,0.96286738,2.04E-06,1.702322696,0.088722667,,,Kepler-1322 c,6.45998001,3.02E-05,2.07054,0.29664,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.949575261,0.060604296,4.381,4.6855,0.925667713,0.040588384,5581.817208,123.5940548,0.02711374,0.139698038,0,0,0,2.041721022,5.23896732,3.906353621
Kepler-135,1,Kepler-135 c,11.448708,0.000145,1.208801922,0.335215628,,,Kepler-135 b,6.00253,1.60E-05,1.886147817,0.516476847,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1.193824238,0.063927029,2.567,1.845,1.323129451,0.057319678,6317.362181,207.3967181,-0.040323005,0.140021641,0,0,0,20,8.997344664,3.006706436
Kepler-137,1,Kepler-137 b,8.436387,1.80E-05,1.534116224,0.170651039,,,Kepler-137 c,18.735753,3.50E-05,1.96199898,0.217770649,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.875139198,0.047859011,4.942,5.5635,0.834703772,0.02829672,5256.004972,98.85878699,0.077597009,0.14070575,0,0,0,3.424958687,5.599855643,4.025856992
Kepler-1370,1,Kepler-1370 c,7.44142113,5.40E-05,1.342952123,0.09004672,,,Kepler-1370 b,20.2641684,0.0001111,1.979414948,0.123242729,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.29248797,0.074573279,2.146,1.3815,1.426660152,0.074228438,6335.537135,200.0292397,0.111568926,0.143074041,0,0,0,1.466713692,2.963508211,2.375568576
Kepler-142,1,Kepler-142 b,2.024152,3.00E-06,1.687102113,0.463230591,,,Kepler-142 d,41.809118,0.000562,1.831226378,0.531775274,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1.071752841,0.05235323,2.855,2.8435,1.076449052,0.038353217,5931.799,128.1819628,0.057509176,0.136946697,0,0,0,1.439482424,5.030333585,2.924998478
Kepler-142,1,Kepler-142 b,2.024152,3.00E-06,1.687102113,0.463230591,,,Kepler-142 c,4.761702,5.00E-06,2.424679423,0.659422684,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1.071752841,0.05235323,2.855,2.8435,1.076449052,0.038353217,5931.799,128.1819628,0.057509176,0.136946697,0,0,0,8.058922094,13.07892913,6.149059811
Kepler-1464,1,Kepler-1464 c,5.32786292,5.39E-05,1.403865704,0.10071462,,,Kepler-1464 b,31.7785901,0.0002734,2.417857846,0.157018755,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.127931075,0.096104188,5.626,2.4045,1.470917477,0.082687906,5964.98216,194.1436592,0.026035231,0.14586688,0,0,0,1.326586978,3.342425693,2.192726059
Kepler-1468,1,Kepler-1468 c,3.54553021,2.27E-05,1.793168299,0.136838913,,,Kepler-1468 b,8.23984869,3.99E-05,2.658465863,0.181245803,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.293484584,0.086680229,3.346,1.4775,1.639045147,0.102914017,6080.451083,196.5383793,0.139522543,0.134053519,0,0,0,5.31684336,10.05032893,7.151119365
Kepler-1468,1,Kepler-1468 c,3.54553021,2.27E-05,1.793168299,0.136838913,,,Kepler-1468 d,19.59059906,1.20E-05,2.89248,0.449107,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.293484584,0.086680229,3.346,1.4775,1.639045147,0.102914017,6080.451083,196.5383793,0.139522543,0.134053519,0,0,0,3.379770563,8.297930886,5.434062378
Kepler-147,1,Kepler-147 b,12.610584,0.000228,1.468881623,0.42212504,,,Kepler-147 c,33.416423,0.000416,2.3329295,0.668843064,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1.294686869,0.049428954,1.906,1.279,1.410958205,0.072150206,6308.180471,192.0203831,0.214717843,0.135453254,0,0,0,2.992634128,5.281346465,3.520751842
Kepler-149,1,Kepler-149 c,55.328328,0.001946,1.581948152,0.335200318,,,Kepler-149 b,29.198943,4.10E-05,4.136646995,0.857670617,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.975600799,0.040746333,2.785,3.3125,0.933235888,0.028898938,5587.159168,100.8488838,0.131287102,0.136461134,0,0,0,20,20,7.036678518
Kepler-150,1,Kepler-150 b,3.428054,2.60E-05,1.181871936,0.254829476,,,Kepler-150 d,12.56093,3.60E-05,2.637938107,0.559474262,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.931307772,0.049503076,3.564,4.0865,0.888566058,0.030830988,5539.853149,106.1644311,0.006155897,0.13386123,0,0,0,1.437538344,2.980109725,1.50391086
Kepler-150,1,Kepler-150 b,3.428054,2.60E-05,1.181871936,0.254829476,,,Kepler-150 e,30.826557,0.000199,2.949952362,0.688428446,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.931307772,0.049503076,3.564,4.0865,0.888566058,0.030830988,5539.853149,106.1644311,0.006155897,0.13386123,0,0,0,1.039211744,2.404457795,1.06654358
Kepler-150,1,Kepler-150 b,3.428054,2.60E-05,1.181871936,0.254829476,,,Kepler-150 c,7.381998,1.00E-05,3.488885971,0.771913326,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.931307772,0.049503076,3.564,4.0865,0.888566058,0.030830988,5539.853149,106.1644311,0.006155897,0.13386123,0,0,0,2.939988943,5.09430517,1.613227663
Kepler-1530,1,Kepler-1530 b,2.5904434,0.0001715,1.523731189,0.083161313,,,Kepler-1530 d,9.20761013,5.45E-05,3.48411,0.31266,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.872689101,0.047845244,4.462,5.147,0.82561732,0.026955168,5263.391115,90.60138239,0.048698954,0.139980163,0,0,0,4.266149927,8.488373741,3.281343149
Kepler-1530,1,Kepler-1530 c,5.3227406,0.0006331,1.518327887,0.097709684,,,Kepler-1530 d,9.20761013,5.45E-05,3.48411,0.31266,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.872689101,0.047845244,4.462,5.147,0.82561732,0.026955168,5263.391115,90.60138239,0.048698954,0.139980163,0,0,0,6.527497657,10.71296858,4.204490995
Kepler-154,1,Kepler-154 e,3.93276465,1.23E-05,1.572664861,0.078231272,,,Kepler-154 b,33.040532,0.000215,2.287173411,0.628094605,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.015730481,0.060178637,3.33,3.4095,1.011794037,0.037988595,5863.352319,127.3129263,-0.026970905,0.135204082,0,0,0,1.663828981,4.558811825,2.871900139
Kepler-154,1,Kepler-154 e,3.93276465,1.23E-05,1.572664861,0.078231272,,,Kepler-154 c,62.303276,0.000406,2.985469718,0.853243343,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.015730481,0.060178637,3.33,3.4095,1.011794037,0.037988595,5863.352319,127.3129263,-0.026970905,0.135204082,0,0,0,1.555911803,4.815127431,1
Kepler-154,1,Kepler-154 e,3.93276465,1.23E-05,1.572664861,0.078231272,,,Kepler-154 d,20.54981883,2.57E-05,3.99291331,0.157416183,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.015730481,0.060178637,3.33,3.4095,1.011794037,0.037988595,5863.352319,127.3129263,-0.026970905,0.135204082,0,0,0,4.07305705,8.984407093,3.263217482
Kepler-154,1,Kepler-154 f,9.91935684,7.79E-05,1.53293438,0.262430053,,,Kepler-154 b,33.040532,0.000215,2.287173411,0.628094605,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.015730481,0.060178637,3.33,3.4095,1.011794037,0.037988595,5863.352319,127.3129263,-0.026970905,0.135204082,0,0,0,3.259210747,6.509796167,3.373406486
Kepler-154,1,Kepler-154 f,9.91935684,7.79E-05,1.53293438,0.262430053,,,Kepler-154 c,62.303276,0.000406,2.985469718,0.853243343,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.015730481,0.060178637,3.33,3.4095,1.011794037,0.037988595,5863.352319,127.3129263,-0.026970905,0.135204082,0,0,0,2.637633102,6.484270599,1
Kepler-154,1,Kepler-154 f,9.91935684,7.79E-05,1.53293438,0.262430053,,,Kepler-154 d,20.54981883,2.57E-05,3.99291331,0.157416183,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.015730481,0.060178637,3.33,3.4095,1.011794037,0.037988595,5863.352319,127.3129263,-0.026970905,0.135204082,0,0,0,6.942644051,12.24786471,4.147728021
Kepler-157,1,Kepler-157 b,1.732342,6.00E-06,1.304797906,0.36164508,,,Kepler-157 c,13.5405,4.90E-05,2.21420251,0.605874769,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1.055744623,0.050653493,2.274,2.504,1.02778938,0.033168685,5977.280025,119.5806478,-0.051639,0.130964275,0,0,0,1.132465771,2.933271995,1.660628892
Kepler-157,1,Kepler-157 d,7.02573474,2.39E-05,1.446182292,0.070808481,,,Kepler-157 c,13.5405,4.90E-05,2.21420251,0.605874769,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1.055744623,0.050653493,2.274,2.504,1.02778938,0.033168685,5977.280025,119.5806478,-0.051639,0.130964275,0,0,0,3.49119084,5.639704099,3.487013794
Kepler-160,1,Kepler-160 b,4.309397,1.25E-05,1.542137148,0.064784966,,,Kepler-160 c,13.699429,1.80E-05,3.395126817,0.134676023,,,,<a refstr=HELLER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...638A..10H/abstract target=ref>Heller et al. 2020</a>,1.051782944,0.039776477,2.546,2.825,1.010592524,0.03238693,5748.128547,105.5492622,0.174580859,0.131029984,0,0,0,3.923621762,7.841822676,3.605565523
Kepler-1610,1,Kepler-1610 b,8.70181574,8.32E-05,1.317449156,0.099630574,,,Kepler-1610 c,44.9851885,0.0004873,1.900075587,0.285462336,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.716781531,0.049623898,10.73,9.177,0.726730924,0.03180597,5093.283948,159.7709316,-0.352610465,0.130978365,0,0,0,1.001189571,2.65108997,1.780758127
Kepler-164,1,Kepler-164 b,5.03503,2.70E-05,1.275822784,0.354101769,,,Kepler-164 d,28.986769,0.000162,2.216855275,0.604675348,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1.055208055,0.050043396,2.074,2.2695,1.040328647,0.032911056,6049.435586,117.8746533,-0.089882325,0.129457096,0,0,0,1.299353737,2.913409163,1.672201157
Kepler-164,1,Kepler-164 b,5.03503,2.70E-05,1.275822784,0.354101769,,,Kepler-164 c,10.945723,2.90E-05,2.470210202,0.671421687,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1.055208055,0.050043396,2.074,2.2695,1.040328647,0.032911056,6049.435586,117.8746533,-0.089882325,0.129457096,0,0,0,2.672881066,4.596555208,2.261027928
Kepler-1669,1,Kepler-1669 d,4.72941177,3.08E-05,1.381750153,0.086741865,,,Kepler-1669 c,1.60932005,3.00E-06,1.7779,0.08666,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.695912552,0.040535313,8.865,8.686,0.684374626,0.019888064,4453.083359,88.5850861,0.04409776,0.151107113,0,0,0,20,20,5.234992586
Kepler-1669,1,Kepler-1669 d,4.72941177,3.08E-05,1.381750153,0.086741865,,,Kepler-1669 b,9.51216,4.00E-06,2.2502,0.10435,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.695912552,0.040535313,8.865,8.686,0.684374626,0.019888064,4453.083359,88.5850861,0.04409776,0.151107113,0,0,0,2.454194023,4.89768087,2.799674245
Kepler-169,1,Kepler-169 b,3.250619,1.30E-05,1.127632556,0.115207409,,,Kepler-169 e,13.767102,3.40E-05,2.195390848,0.331511919,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.775701588,0.040121914,8.758,8.347,0.758235684,0.025122692,4878.03962,79.71954196,0.072863539,0.140198454,0,0,0,0.808980892,2.10269874,1.175833472
Kepler-169,1,Kepler-169 b,3.250619,1.30E-05,1.127632556,0.115207409,,,Kepler-169 f,87.090195,0.000406,2.574594719,0.305492607,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.775701588,0.040121914,8.758,8.347,0.758235684,0.025122692,4878.03962,79.71954196,0.072863539,0.140198454,0,0,0,0.379876146,1.457414604,0.813556607
